Name,country_code,iata_code,iata_prefix,iata_accounting,callsign,is international,iosa_registered,iosa_expiry,is_passenger,is_cargo,is_scheduled,total_aircrafts,average_fleet_age,accidents_last_5y,crashes_last_5y,website,twitter,facebook,instagram,linkedin
SKS Airways,MY,KI,,762,SOUTHERNTIGER,N/A,,,1,,1,,,,,,,facebook.com/sksairways,instagram.com/sksairways/,
SKS Airways,MY,,,,,N/A,,,,,,,,,,,,facebook.com/sksairways,instagram.com/sksairways/,
Sky Aeronautical Services,MX,,,,SKYAERONAUTICAL,N/A,0,,,,,1,27,0,0,,,,,
Sky Aircraft Service,NL,,,,SIGMA,N/A,,,,,,,,,,,,,,
Sky Angkor Airlines,KH,ZA,969,,SKYANGKOR,N/A,0,,1,1,1,1,19,0,0,,,facebook.com/Sky-Angkor-Airlines-1493542640937176,instagram.com/skyangkorair,
Sky Atlantic US,US,,,,SKYHOP,N/A,,,,,,,,,,,,,,
Sky Atlas,RU,,,,,N/A,,,,,,,,,,,,,,
Sky Bird Airlines,EG,,,,SKYBIRD,N/A,,,1,,,,,,,,,,,
Sky Bus,US,,,,MILEHIGH,N/A,,,,,,,,,,,,,,
Sky Bus,PE,,570,,LIFTPERU,N/A,,,,,,,,,,,,,,
Sky Cabs,LK,,,,SKYCABS,N/A,,,,,,,,,,,,,,
Sky Cam,FR,,,,SKYCAM,N/A,,,,,,,,,,,,,,
Sky Cana,DO,RD,440,440,CANA,N/A,,,1,0,1,,,,,,,facebook.com/skycanard,instagram.com/skycanadr,linkedin.com/company/skycana
Sky Capital Airlines,BD,S8*,442,,SKYCAPITAL,N/A,0,,,1,,3,28.7,0,0,,,,,
SKY Airline Ecuador,EC,,,,,N/A,,,,,,,,,,,,,,
Sky Europe Airlines Hungary,HU,,,,MATRA,N/A,,,,,,,,,,,,,,
Sky Exec Aviation Services,NG,,,,SKYEXEC,N/A,,,,,,,,,,,,,,
Sky Express,GR,GQ,,,AIRCRETE,N/A,,,1,,1,9,21.7,2,,,,,,
Sky Eyes,TH,,,,SKYEYES,N/A,,,,,,,,,,,,,,
Sky Fru,KG,,,,SKYFRU,N/A,,,,,,,,,,,,,,
Sky Gates Airlines,RU,U3,728,,SKYPATH,N/A,0,,,1,1,2,19.5,0,0,,,,,
Sky Golden Lachin,TJ,,,,SKYLACHIN,N/A,,,,,,,,,,,,,,
Sky Airline,CL,H2,605,605,AEROSKY,N/A,1,2025-09-04T00:00:00.000Z,1,1,1,17,1.2,0,0,,,,,
Sky Handling,RU,,,,,N/A,,,,,,,,,,,,,,
Sky Harbor Air Service,US,,,,SKYHARBORCHEYENNE,N/A,,,,,,,,,,,,,,
Sky Harbor Air Service,US,,,,SKYDWAG,N/A,,,,,,,,,,,,,,
Sky Helicopteros,ES,,,,HELISKY,N/A,,,1,,,,,,,,,,,
Private Sky,IE,,,,HIGHFLYER,N/A,0,,1,,,4,9.3,0,0,,,,,
Sky Jet M.G.,CA,DU,,,,N/A,,,,,,,,,,,,facebook.com/Skyjet-Aviation-247147349292709,,linkedin.com/company/skyjet-aviation
Sky Jet M.G.,CA,DU,,,LIZLINES,N/A,0,,,,,9,33.8,0,0,,,facebook.com/Skyjet-Aviation-247147349292709,,linkedin.com/company/skyjet-aviation
Sky Jet,UG,,,,,N/A,,,,,,,,,,,,,,
Sky KG Airlines,KG,,,,KYRGYZSKY,N/A,0,,1,,1,2,11.5,0,0,,,,instagram.com/skykgairlines/,
Sky Lease Cargo,US,GG,576,,SKYCUBE,N/A,0,,,1,1,2,16.5,0,0,,,,,
Sky Line Airlines,KZ,,,,SLATOUR,N/A,,,,,,,,,,,,,,
Sky Line For Air Services,SD,,,,SKYCO,N/A,,,,,,,,,,,,,,
Sky Link Aviation Services,PK,,,,,N/A,,,1,,,,,,,,,,,
Sky Mali,ML,ML,,332,EAGLEBIRD,N/A,,,1,1,1,,,,,,,facebook.com/flyskymali,,linkedin.com/in/sky-mali-5207b61a4
Sky Messaging,ZA,,,,SKYAD,N/A,,,,,,,,,,,,,,
Sky Net Airline,AM,,,,SKYNETAIR,N/A,,,,,,,,,,,,,,
Sky One,SK,,,,SKYAIR,N/A,,,,,,,,,,,,,,
Sky One Express Airlines,US,,,,SKYFIRST,N/A,,,,,,,,,,,,,,
Sky Airline Peru,PE,H8,,,SKYPERU,N/A,1,2025-08-20T00:00:00.000Z,1,,1,,,,,,,,,
Sky Prim Air,MD,,,,SKYPRIMAIR,N/A,0,,,,,1,53,0,0,,,,,
Sky Prime Malta,MT,,,,SKYLUXURY,N/A,,,1,,,,,,,,,,,
Sky Prime Charter,SA,,,532,SKYPRIME,N/A,,,,,,,,,,,,,,
Sky Quest,US,,,,ERIESHORE,N/A,0,,1,,,18,13.9,0,0,,,facebook.com/Sky-Quest-LLC-157215471066220,,
Sky Services Malta,MT,,,,VOLOSKY,N/A,,,,,,,,,,,,,,
Sky Shuttle Helicopters,HK,A7,,,HELIHONGKONG,N/A,,,1,,1,,,,,,,,,
Sky Shuttle,MO,E3,,,,N/A,,,,,,,,,,,,,,
Sky Aviation,SL,,,,SIERRASKY,N/A,,,,,,,,,,,,,,
Sky Tours,US,,,,SKYISLE,N/A,,,,,,,,,,,,,,
Sky Travel,GE,,,,GEORGIANBALLOON,N/A,,,,,,,,,,,,,,
Sky Unlimited,NL,,,,SKYUNLIMITED,N/A,,,,,,,,,,,,,,
Sky Vision Airlines,EG,SE*,194,,,N/A,,,,1,,,,,,,,,,
Sky Wings Flight Support Services,PK,,,,,N/A,,,,,,,,,,,,facebook.com/SkyWingsAcademy,instagram.com/sw.flightacademy,
skyalps,IT,BQ,,426,SKYALPS,N/A,,,1,,1,,,,,,,,,
Skyblue Jet Management,US,,,,ZEMI,N/A,,,,,,,,,,,,,,
Skyblue Aviation,UK,,,,RIPPLE,N/A,,,,,,,,,,,,,,
Skyborne Airline Academy,US,,,,SKYFLITE,N/A,,,1,,,,,,,,,,,
Skybridge International Balkan,RS,,,,BALKANJET,N/A,,,,,,,,,,,,,,
SkyCare,CA,,,,PHOENIXNORTH,N/A,,,1,0,0,,,,,,,,,
Skycharter,CA,,,,SKYCHARTER,N/A,0,,,1,1,2,19,0,0,,,,,
Skycraft,US,,,,SKYCRAFT,N/A,,,,,,,,,,,,,,
Skydrift,UK,,,,SKYDRIFT,N/A,,,,,,,,,,,,facebook.com/ainorwich,,
Skyemotion,AT,,,,EMOTION,N/A,,,1,,,,,,,,,,,
Skyfirst,MT,,,,MORITO,N/A,0,,1,,,4,15.5,0,0,,,,,
Skyfreight,US,,,,SKYFREIGHT,N/A,,,,,,,,,,,,,,
Skyhaul,ZA,,,,SKYHAUL,N/A,,,,,,,,,,,,,,
SKYhigh Dominicana,DO,DO,,,SKYDOMENICANA,N/A,,,1,0,1,,,,,,,,,
Skyjet Aviation Services,NG,,,,SKYLARK,N/A,0,,,,,4,12.8,0,0,,,,,
SkyJet,KG,,,,KAMILA,N/A,,,1,,,,,,,,,,,
Skyjets & Support,MX,,,,JETPORT,N/A,,,,,,,,,,,,facebook.com/Skyjets-217486791609738,instagram.com/skyjetsmexico/,
Skyla Air,NG,,,,SKYLAAIR,N/A,,,,,,,,,,,,,,
SkyLight,RU,,,,SKYLIGHT,N/A,,,,,,,,,,,,,,
Skyline Express Airlines,UA,QU,761,761,UTUKRAINE,N/A,,,1,1,1,,,,,,,,,
Skyline Flight,US,,,,SONIC,N/A,0,,,,,4,10.8,0,0,,,,,
Skyline,TR,,,,KOCOGLU,N/A,,,,,,,,,,,,,,
Skyline Aviation Services,US,,,,SKYLINER,N/A,,,1,,,,,,,,,,,
Skyline Airlines,KG,,,,KYRGYZEAGLE,N/A,,,,,,,,,,,,,,
Skyline Aviation,SM,,,,SKYLINE,N/A,,,,,,,,,,,,,,
Skyline,NG,,,,SKYLIMIT,N/A,,,,,,,,,,,,,,
Skylink Express,CA,,,,SKYLINK,N/A,0,,,1,,17,31.4,1,0,,,,,
Skylink Aviation,KE,,,,,N/A,,,1,1,1,,,,,,,,,
Skylounge Services,LB,,,,SKYLOUNGE,N/A,,,,,,,,,,,,,,
Skymark Airlines,JP,BC,,,SKYMARK,N/A,0,,1,1,1,29,8.4,0,0,,,,,
Skymark Executive,SM,,,,SKYMARKELITE,N/A,,,,,,,,,,,,,,
Skymaster Air Taxi,US,,,,SKYDANCE,N/A,,,,,,,,,,,,,,
Skymedia,CH,,,,LIONSHELICOPTER,N/A,0,,1,,,5,17.2,0,0,,,facebook.com/Lions-Air-Group-AG-371486429679850,,
Skyplan Services,CA,,,,,N/A,,,,,,,,,,,,,,
Skypower Express Airways,NG,NV,,,NIGERIAEXPRESS,N/A,,,1,1,1,2,24,,,,,,,
SkyRoads Aviation,US,,,,SKYROADS,N/A,,,1,,,,,,,,,,,
Skyrover,ZA,,,,SKYWATCH,N/A,,,,,,,,,,,,,,
Skyscapes Air Charters,ZA,,,,SKYSCAPES,N/A,,,,,,,,,,,,,,
Skyservice Business Aviation,CA,,,,SKYBIZ,N/A,0,,1,,,58,11.7,0,0,,,facebook.com/SkyserviceBA,instagram.com/skyserviceba/,linkedin.com/company/skyserviceba/
Skyside,AT,,,,SKYSIDE,N/A,,,1,0,0,,,,,,,,,
Skystar International,US,,,,SKYSTAR,N/A,,,,,,,,,,,,,,
Skystream Airlines,EE,,,,SKYSTREAM,N/A,,,1,,,,,,,,,,,
SkyTaxi,PL,TE,,,IGUANA,N/A,0,,,1,1,2,34.5,0,0,,,,,linkedin.com/company/skytaxi-sp.-z-o.o./
SKYTRAC Systems,CA,,,,,N/A,,,,,,,,,,,,,,
Skytraders,AU,,,,SNOWBIRD,N/A,0,,1,1,,5,12,0,0,,,,,
Skytrans Airlines,AU,QN,,113,SKYTRANS,N/A,0,,1,1,1,7,23,0,0,,,facebook.com/SkytransAirline,,
Skytropic,PA,,,,SKYTROPIC,N/A,,,,,,,,,,,,,,
SkyUp MT,MT,U5,,99,SKYMALTA,N/A,,,1,1,1,,,,,,,facebook.com/skyup.aero,instagram.com/skyup.aero/,
SkyUp Airlines,UA,PQ,10,10,SKYUP,N/A,0,,1,1,1,11,12.4,0,0,,,facebook.com/skyup.aero,instagram.com/skyup.aero/,
Skyven Cielos de Venezuela,VE,,,,SKYVEN,N/A,,,,,,,,,,,,,,
Skywagon,US,SX*,906,,,N/A,,,0,1,0,,,,,,,,,
Skyward Express,KE,OW,,,SKYWARDEXPRESS,N/A,0,,1,1,1,10,28.1,0,0,,,facebook.com/SkywardExpress,instagram.com/skyward_express,
Skyward Aviation,US,,,,UPWARD,N/A,,,,,,,,,,,,facebook.com/flywithskyward,instagram.com/flywithskyward/,linkedin.com/company/skyward-aviation
Skyway Airline,CR,,,,SKYTEC,N/A,0,,1,1,1,2,29.5,0,0,,,facebook.com/SkywayCR,instagram.com/skywaycostarica/,
Skyway Airlines,PH,SR*,,,,N/A,,,0,1,0,,,,,,,,,
Skyways,RU,,,,,N/A,,,,,,,,,,,,,,
SkyWest Charter,US,CW,,602,CHARTERWEST,N/A,,,1,,1,,,,,,,,,
SkyWest Airlines,US,OO,302,302,SKYWEST,N/A,1,2024-09-25T00:00:00.000Z,1,1,1,462,10.7,3,0,,,,,
Skyworld Airlines,US,,,,PORT,N/A,,,,,,,,,,,,,,
Slam Lavori Aerei,IT,,,,SLAMAIR,N/A,0,,1,,,3,15.3,0,0,,,facebook.com/slamair,instagram.com/slamairexecutive/,
Slate Falls Airways,CA,,,,,N/A,0,,,,,3,64.3,0,0,,,,,
Slim Aviation Services,NG,,,,SLIMAIR,N/A,,,,,,,,,,,,,,
SLL Resources,SM,,,,BATJET,N/A,,,,,,,,,,,,,,
Sloane Helicopters,UK,,,,SLOANE,N/A,,,,,,,,,,,,,instagram.com/sloanehelicopters/,linkedin.com/company/sloane-helicopters
Slok Air,NG,,,,SLOKAIR,N/A,,,,,,,,,,,,,,
Slovak Air Force,SK,,,,SLOVAKAIRFORCE,N/A,,,1,,,49,23.7,,,,,,,
Slovak Government Flying Service,SK,,,,SLOVAKGOVERNMENT,N/A,,,1,1,,4,22.5,,,,,,,
Slovak National Aeroclub,SK,,,,SLOVAKAEROCLUB,N/A,,,,,,,,,,,,,,
Slovenian Ministry of Defence,SI,,,,SLOVENIANAIRFORCE,N/A,,,1,,,,,,,,,facebook.com/MinistrstvozaobramboRS,instagram.com/ministrstvozaobrambo,
SMA Airlines,NG,,,,SESAME,N/A,,,,,,,,,,,,,,
Small Fly,MT,,,,SMALL,N/A,,,,,,,,,,,,,,
Smart Cargo,CR,,15,,,N/A,,,,,,,,,,,,,,
Smart Airlines,AM,,,,SMARTAIRLINES,N/A,,,,,,,,,,,,,,
Smart Jet,PL,,,,SMARTJET,N/A,,,1,,,,,,,,,,instagram.com/smartjetairline/,
Smart Jet International,PL,,,,RHINO,N/A,,,,,,,,,,,,,instagram.com/smartjetairline/,
Smart Aviation Company,EG,,,,SMARTAVIATION,N/A,0,,1,,1,8,12.1,0,0,,,facebook.com/SmartAviationEG,,
Smart Aviation,FR,,,,SMARTAVIATION,N/A,,,,,,,,,,,,,,
smartavia,RU,5N,316,316,DVINA,N/A,1,,1,1,1,13,16.4,0,0,,,,,
Smartline,AT,,,,SMARTLINE,N/A,,,,1,,,,,,,,,,
Smartlynx Airlines,LV,6Y,,,SMARTLYNX,N/A,1,2025-05-28T00:00:00.000Z,1,,1,6,17.7,0,0,,,,,
Smartlynx Airlines Cabo Verde,CV,,,,CABOCAT,N/A,,,,,,,,,,,,,,
Smartlynx Airlines Estonia,EE,,,,TALLINNCAT,N/A,1,,1,,1,1,18,,,,,,,
SmartLynx Airlines Malta,MT,2N*,530,,MALTACAT,N/A,1,2025-05-28T00:00:00.000Z,1,,1,,,,,,,facebook.com/smartlynxairlines,instagram.com/smartlynxairlines/,linkedin.com/company/smartlynx-airlines
SmartLynx Thailand,TH,,,,,N/A,,,,,,,,,,,,,,
Smartwings Hungary,HU,7O,,,TRAVELAIR,N/A,0,,1,,1,1,18,0,0,,,facebook.com/smartwingscz,instagram.com/smartwings.official/,linkedin.com/company/travel-service-smartwings/
Smartwings Poland,PL,3Z,,,JETTRAVEL,N/A,0,,1,,1,1,13,0,0,,,facebook.com/smartwingscz,instagram.com/smartwings.official/,linkedin.com/company/travel-service-smartwings/
Smartwings,CZ,QS,,797,SKYTRAVEL,N/A,1,2024-07-16T00:00:00.000Z,1,1,1,23,11.3,0,0,,,,,
Smartwings Slovakia,SK,6D,,,SLOVAKTRAVEL,N/A,,,1,,1,,,,,,,facebook.com/smartwingscz,instagram.com/smartwings.official/,linkedin.com/company/travel-service-smartwings/
Smithair,US,,,,SMITHAIR,N/A,,,,,,,,,,,,,,
Smithkline Beacham Clinical Labs,US,,,,SKIBBLE,N/A,,,,,,,,,,,,,,
SMJet,SM,,,,SKYMAP,N/A,,,,,,,,,,,,,,
SMM Flight Services,MX,,,,CABOCACTI,N/A,,,1,,,,,,,,,,,
Smokey Bay Air,US,2E*,,,,N/A,,,1,0,1,,,,,,,facebook.com/SmokeyBayAir,,
SNCF,FR,2C*,,,,N/A,,,,,,,,,,,,facebook.com/SNCFOFFICIEL,,
Snowbird Airlines,FI,,,,SNOWMAN,N/A,,,,,,,,,,,,,,
Snunit Aviation,IL,,,,,N/A,0,,1,,,17,17.3,0,0,,,,,
Sociedad Aeronautica Peninsular,ES,,,,,N/A,,,,,,,,,,,,,,
Sociedad de Promocion y Gestion del Turismo Aragones,ES,,,,,N/A,,,,,,,,,,,,,,
Société 3 S Aviation (Aerope),FR,,,,PONTOISAIR,N/A,,,,,,,,,,,,,,
Société Centrafricaine de Transport Aerien,CF,,,,,N/A,,,,,,,,,,,,,,
Société de Transport Aerien de Mauritanie,MR,,,,TRANSSOCIETE,N/A,,,,,,,,,,,,,,
Société Tout Transport Mauritanien,MR,,,,TOUTAIR,N/A,,,,,,,,,,,,,,
Socofer,AO,,,,SOCOFER,N/A,,,,,,,,,,,,,,
Soko Aviation,ES,,,,SOKOAIR,N/A,0,,,,,1,11,0,0,,,,,
Sokol,RU,,,,AEROSOKOL,N/A,,,,,,,,,,,,,,
Sol Linhas Aereas,BR,,,,SOLBRASIL,N/A,,,,,,,,,,,,,,
Solar Cargo,VE,,644,,SOLARCARGO,N/A,,,,1,,,,,,,,,,
Solaris Aviation,US,,,,TWLIGHT,N/A,0,,1,,,131,11.3,0,0,,,facebook.com/SolairusAviation,,linkedin.com/company/435016
Solaseed Air,JP,6J,,,NEWSKY,N/A,0,,1,1,1,13,6.7,0,0,,,facebook.com/SolaseedAir,instagram.com/solaseedair_official/,
"Air Soleil, Société",MR,,,,AIRSOLEIL,N/A,,,,,,,,,,,,,,
Solent Flight,UK,,,,SAINTS,N/A,,,,,,,,,,,,,,
Solenta Aviation Cote D'Ivoire,CI,,,,SOLENTIVOIRE,N/A,,,1,0,0,,,,,,,,,
Solenta Aviation Gabon,GA,,,,SOLAVIA,N/A,,,1,,,,,,,,,,,
Solenta Aviation Mozambique,MZ,FW*,,,SEGURO,N/A,,,1,,,,,,,,,,,
Solenta Aviation,ZA,,,,SOLENTA,N/A,0,,1,1,1,27,20.8,0,0,,,,,
Solinair,SI,ZS,265,,SOLINAIR,N/A,,,1,1,,2,28,,,,,facebook.com/solinairltd,,linkedin.com/company/solinair-ltd.
SolitAir,,,,,,N/A,,,,,,,,,,,,,,
Solomon Airlines,SB,IE,193,193,SOLOMON,N/A,1,2025-04-13T00:00:00.000Z,1,1,1,6,37.5,0,0,,,facebook.com/solomonairlines,instagram.com/solomonairlines/,
Solstas Lab,US,,,,SOLSTASLAB,N/A,,,,,,,,,,,,,,
Soluciones Aereas de la Laguna,MX,,,,SOLAERLAGUNA,N/A,,,,,,,,,,,,,,
Solutions Air Charter,US,,,,BLUEGRASS,N/A,0,,1,,,4,39.3,0,0,,,facebook.com/solutionsaircharter,,
Air Solutions,US,,,,LUCKY,N/A,,,,,,,,,,,,,,
Solyom Hungarian Airways,HU,,,,HUNGARIAN,N/A,,,,,,,,,,,,,,
Soma Jets,US,,,,SILVERSCREEN,N/A,,,,,,,,,,,,,,
Somon Air,TJ,SZ,413,413,SOMONAIR,N/A,1,2024-03-20T00:00:00.000Z,1,1,1,5,8.4,,,,,,,
Sonair,AO,,,,SONAIR,N/A,0,,1,,,10,12.7,0,0,,,,,
Sonalysts,US,,,,,N/A,,,,,,,,,,,,,,
Sonoco ThermoSafe,US,YZ,,,,N/A,,,,,,,,,,,,facebook.com/sonoco.products,,linkedin.com/company/Sonoco-thermosafe
Sontair,CA,,,,SONTAIR,N/A,,,,,,,,,,,,,,
Soonair Lines,US,,,,SOONAIR,N/A,,,,,,,,,,,,,,
Air Sorel,CA,,,,AIRSOREL,N/A,,,,,,,,,,,,,,
Sorens Aero,SM,,,,,N/A,,,,,,,,,,,,,,
SOS Helikoptern Gotland,SE,,,,MEDICOPTER,N/A,,,,,,,,,,,,,,
International SOS Windhoek,NA,,,,SKYMEDIC,N/A,,,1,,,,,,,,,,,
Soulbird,US,,,,SOULBIRD,N/A,,,,,,,,,,,,,,
Sounds Air,NZ,S8,,,,N/A,,,1,0,1,,,,,,,facebook.com/soundsairnz,instagram.com/sounds_air/,
South Aero,US,,,,SKYVAN,N/A,,,,,,,,,,,,,,
South African Air Force,ZA,,,,SOUTHAFRICAN,N/A,,,1,,,230,24.9,,,,,,,
South African Airways,ZA,SA,83,83,SPRINGBOK,N/A,1,2024-02-28T00:00:00.000Z,1,1,1,,,,,,,facebook.com/FlySAA,instagram.com/flysaa/,linkedin.com/collect/
South African Historic Flight,ZA,,,,SKYCOACH,N/A,,,,,,,,,,,,,,
South Asian Airlines,BD,,,,SOUTHASIAN,N/A,,,,,,8,6,,,,,,,linkedin.com/uas/login
South Carolina Aeronautics Commission,US,,,,PALMETTO,N/A,,,1,,,,,,,,,,,
South Carolina Aviation Management,US,,,,SWAMPFOX,N/A,,,,,,,,,,,,,,
South Cerney,UK,,,,CERNEY,N/A,,,,,,,,,,,,,,
South Coast Aviation (Bournemouth) Ltd.,UK,,,,SOUTHCOAST,N/A,,,,,,,,,,,,,,
Air South,US,,,,KHAKIBLUE,N/A,,,,,,,,,,,,,,
South Pacific Airlines,CN,,,,PARADISE,N/A,,,,,,,,,,,,,,
South Pacific Island Airways,US,,,,SOUTHPACIFIC,N/A,,,,,,,,,,,,,,
Aviation South West,UK,,,,DARTMOOR,N/A,,,,,,,,,,,,,,
Southair,IS,,,,,N/A,,,,,,,,,,,,facebook.com/southair.is,,
Southeast Airmotive,US,,,,SPUTTER,N/A,,,,,,,,,,,,,,
Southeast Correct Craft,US,,,,SOUTHCOURIER,N/A,,,,,,,,,,,,,,
Southeast Air,US,,,,SOUTHWESTAIR,N/A,,,1,,,,,,,,,,,
Southeast Airlines,US,,,,SUNKING,N/A,,,,,,,,,,,,,,
Southend Cargo Airlines,ZW,,,,SOUTHEND,N/A,,,,,,,,,,,,,,
Southern Air Charters,BS,PL*,,,SOUTHAIRCHARTER,N/A,0,,1,1,1,2,32,0,0,,,,,
Southern Cross Aviation,US,,,,FERRY,N/A,,,1,,,,,,,,,,,
Southern Cross Aviation,US,,,,SOUTHERNFLIGHT,N/A,,,,,,,,,,,,facebook.com/scrossaviation,instagram.com/southerncrossaircraft/,linkedin.com/company/southern-cross-aircraft-llc
Southern Cross International,NL,,,,SOUTHERNCROSS,N/A,,,1,,,,,,,,,,,
Southern Airways Express,US,9X,,504,FRIENDLY,N/A,0,,1,,1,36,15.1,0,0,,,,,
Southern Gateway,GQ,,,,SOUTHGATE,N/A,,,,,,,,,,,,,,
Southern Illinois University d/b/a Aviation Flight,US,,,,CARBONDALE,N/A,,,,,,,,,,,,facebook.com/siuedwardsville,instagram.com/siuedwardsville/,linkedin.com/school/siue/
Southern Jersey Airways,US,,,,ACOM,N/A,,,1,1,1,,,,,,,,,
Southern Jet,CN,,,,SOUTHERNJET,N/A,,,,,,,,,,,,,,
Southern Ohio Aviation Sales,US,,,,SOUTHERNOHIO,N/A,,,,,,,,,,,,,,
Southern Seaplane,US,,,,SOUTHERNSKIES,N/A,,,,,,,,,,,,,,
Southern Sky,KZ,IH,,824,SKYSOUTH,N/A,0,,1,,1,8,48.4,0,0,,,,,
Southern Aviation,ZM,,,,SOAVAIR,N/A,,,,,,,,,,,,,,
Southflight Aviation,NZ,,,,SOUTHFLIGHT,N/A,,,,,,,,,,,,,,
Southport Aerospace Centre,CA,,,,,N/A,,,,,,,,,,,,,,
Southwest Aircraft Charter,US,,,,CACTUS,N/A,,,1,,,,,,,,,,,
Southwest Airlines,US,WN,526,526,SOUTHWEST,N/A,0,,1,1,1,626,12.1,9,1,,,,,
Southwind Airlines,TR,2S,,263,MOONSTAR,N/A,,,1,,1,,,,,,,,,
Southwings (Thailand),TH,,,,SOUTHWINGS,N/A,,,,,,,,,,,,,,
Sovereign Business Jets,UK,,,,REDHAWK,N/A,,,,,,,,,,,,facebook.com/SovereignJets,instagram.com/sovereignjets/,linkedin.com/company/sovereign-business-jets
Space World Airline,NG,,,,SPACEWORLD,N/A,,,,,,,,,,,,,,
SpaceBee Airlines,UZ,Y3*,735,,SPACEBEE,N/A,,,,1,,,,,,,,,,
Spanish Air Force,ES,,,,AME,N/A,,,1,,,406,-14.6,,,,,,,
SPARFELL Luftfahrt,AT,,,,LAUDARUSH,N/A,,,1,0,0,,,,,,,facebook.com/sparfell.aero,instagram.com/sparfellaviation/,linkedin.com/company/sparfell-aviation-group/
SPARFELL Malta,MT,,,,SPARFELL,N/A,,,1,,,,,,,,,facebook.com/sparfell.aero,instagram.com/sparfellaviation/,linkedin.com/company/sparfell-aviation-group/
Spark+,RU,,,,SPARK,N/A,,,,,,,,,,,,,,
Spartan College of Aeronautics and Technology,US,,,,SKELLY,N/A,,,1,,,,,,,,,facebook.com/SpartanCollege,instagram.com/spartancollege/,linkedin.com/school/spartancollege/
SPASA,ES,,,,SALDUERO,N/A,,,,,,,,,,,,,,
Spec Energy,SM,,,,SPECWINGS,N/A,,,,,,,,,,,,,,
Specavia,RU,,,,AVIASPEC,N/A,,,,,,,,,,,,,,
Air Special,CZ,,,,AIRSPEC,N/A,,,,,,,,,,,,,,
"Special Detachment - Russia, Federal State Budget Institution",RU,,,,STATEAERO,N/A,,,,,,,,,,,,,,
Special Handling Service For Aircraft,,,,,,N/A,,,,,,,,,,,,,,
Special Aviation Systems,US,,,,SPECIALSYSTEM,N/A,,,,,,,,,,,,,,
Specialist Aviation Services,UK,,,,SPECIAL,N/A,,,1,0,0,,,,,,,,,linkedin.com/company/specialist-aviation-services/
"AIR SPECIALTIES CORPORATION D/B/A/ AIR  AMERICA/TOTAL AIR (LOS ANGELES, CA)",US,,,,AIRAM,N/A,,,,,,,,,,,,,,
Aviation Specialties Unlimited,US,,,,AMAZON,N/A,,,,,,,,,,,,,,
Specsavers Aviation,UK,,,,SPECSAVERS,N/A,,,1,,,,,,,,,,,
Spectrem Air,ZA,,,,SPECDAS,N/A,,,,,,,,,,,,,,
Spectrum Aviation Incorporated,UK,,,,AIRTONY,N/A,,,,,,,,,,,,,,
Spectrum Air Service,US,,,,,N/A,,,,,,,,,,,,,,
Air Speed Charter (Pvt) Ltd,PK,,,,,N/A,,,1,,,,,,,,,,,
Speed Fly,ES,,,,DRACO,N/A,,,,,,,,,,,,,,
Speedwings,CH,,,,SPEEDWING,N/A,,,,,,,,,,,,,,
Air Sphinx,EG,,,,AIRSPHINX,N/A,,,1,1,1,,,,,,,,,
SpiceJet,IN,SG,775,775,SPICEJET,N/A,1,2025-03-23T00:00:00.000Z,1,1,1,76,10,2,0,,,facebook.com/FlySpiceJet,instagram.com/spicejetairlines/,
Spirit Jets,US,,,,SPIRITJET,N/A,,,1,,,,,,,,,,,
Spirit Airlines,US,NK,487,487,SPIRITWINGS,N/A,1,2025-07-30T00:00:00.000Z,1,1,1,125,4.1,4,0,,,,,
Air Spirit,US,,,,AIRSPIRIT,N/A,,,,,,,,,,,,,,
Spirt of Africa Airlines,SD,,,,BLUENILE,N/A,,,1,,,,,,,,,,,
Sporavia,ES,,,,SPORAVIA,N/A,,,,,,,,,,,,,,
Spot Jet Services,LB,,,,BYBLOSBIRD,N/A,,,,,,,,,,,,,,
Sprague Electric Co.,US,,,,SPRAGUE,N/A,,,,,,,,,,,,,,
Air-Spray,CA,,,,AIRSPRAY,N/A,,,,1,,,,,,,,,,
Spree Flug,DE,,,,COLORSKY,N/A,,,1,,,,,,,,,,,
Spring Airlines,CN,9C,89,89,AIRSPRING,N/A,1,2025-02-23T00:00:00.000Z,1,1,1,96,5.4,0,0,,,,,
Spring City Aviation East,US,,,,SPRINGCITY,N/A,,,,,,,,,,,,,,
Spring Japan,JP,IJ,,,JEYSPRING,N/A,0,,1,1,1,6,4.8,1,0,,,,,
Spring Jet,CN,,,,SPRINGJET,N/A,,,1,,,,,,,,,,,
Springbok Classic Air,ZA,,,,SPRINGCLASSIC,N/A,,,,,,,,,,,,,,
Springfield Air,US,,,,ICEBRIDGE,N/A,,,,,,,,,,,,,,
SprintAir Cargo,PL,,,,SPRINTAIRCARGO,N/A,,,1,1,,,,,,,,facebook.com/SprintAir,,
SprintAir,PL,P8,,,SPRINTAIR,N/A,0,,1,1,1,19,29.1,0,0,,,facebook.com/SprintAir,,
Spurwing Airlines,ZA,,,,SPURWING,N/A,,,,,,,,,,,,,,
Sqiva,ID,Q1,,,,N/A,,,,,,,,,,,,,,
SR Jet,CN,,,,SPARKLEROLL,N/A,,,,,,,,,,,,,,
SriLankan Airlines,LK,UL,603,603,SRILANKAN,N/A,1,2025-01-26T00:00:00.000Z,1,1,1,12,8,0,0,,,,,
Sriracha Aviation,TH,,,,KABIN,N/A,,,,,,,,,,,,facebook.com/SrirachaAviation,instagram.com/srirachaaviation/,
