itinerary_id,cabin_class,price_formatted,flight_number,origin_airport,destination_airport,departure_time,arrival_time,stop_count,marketing_airline,operating_airline,is_self_transfer,score,duration_in_hours
18467-2512101415--32573-0-10968-2512101705,business,C$556,3993,YYZ,DFW,2025-12-10T14:15:00,2025-12-10T17:05:00,0,American Airlines,Envoy Air,False,0.999,3.83
18467-2512100759--32573-0-10968-2512101054,business,C$556,1169,YYZ,DFW,2025-12-10T07:59:00,2025-12-10T10:54:00,0,American Airlines,American Airlines,False,0.640825,3.92
18467-2512100900--32695-1-10968-2512101311,business,"C$1,110",5143,YYZ,ORD,2025-12-10T09:00:00,2025-12-10T09:55:00,1,Air Canada,United Airlines,False,0.331839,1.92
18467-2512100900--32695-1-10968-2512101311,business,"C$1,110",3658,ORD,DFW,2025-12-10T10:45:00,2025-12-10T13:11:00,1,Air Canada,United Airlines,False,0.331839,2.43
18467-2512101400--32695-1-10968-2512101826,business,"C$1,110",507,YYZ,ORD,2025-12-10T14:00:00,2025-12-10T14:51:00,1,Air Canada,Air Canada,False,0.301976,1.85
18467-2512101400--32695-1-10968-2512101826,business,"C$1,110",4235,ORD,DFW,2025-12-10T15:52:00,2025-12-10T18:26:00,1,Air Canada,United Airlines,False,0.301976,2.57
18467-2512100800--32695-1-10968-2512101311,business,"C$1,110",501,YYZ,ORD,2025-12-10T08:00:00,2025-12-10T08:57:00,1,Air Canada,Air Canada,False,0.275588,1.95
18467-2512100800--32695-1-10968-2512101311,business,"C$1,110",3658,ORD,DFW,2025-12-10T10:45:00,2025-12-10T13:11:00,1,Air Canada,United Airlines,False,0.275588,2.43
18467-2512101000--32695-1-10968-2512101554,business,"C$1,110",8903,YYZ,ORD,2025-12-10T10:00:00,2025-12-10T10:58:00,1,Air Canada,Jazz Aviation,False,0.258222,1.97
18467-2512101000--32695-1-10968-2512101554,business,"C$1,110",4854,ORD,DFW,2025-12-10T13:20:00,2025-12-10T15:54:00,1,Air Canada,United Airlines,False,0.258222,2.57
18390-2512101525--32695-1-10968-2512102224,business,C$968,7968,YTZ,YUL,2025-12-10T15:25:00,2025-12-10T16:40:00,1,Air Canada,Jazz Aviation,False,0.253207,1.25
18390-2512101525--32695-1-10968-2512102224,business,C$968,8813,YUL,DFW,2025-12-10T18:50:00,2025-12-10T22:24:00,1,Air Canada,Jazz Aviation,False,0.253207,4.57
18467-2512101400--31722-0-10968-2512101642,first,C$596,8078,YYZ,DFW,2025-12-10T14:00:00,2025-12-10T16:42:00,0,United Airlines,Air Canada,False,0.999,3.7
18467-2512101940--31722-0-10968-2512102222,first,C$596,8130,YYZ,DFW,2025-12-10T19:40:00,2025-12-10T22:22:00,0,United Airlines,Air Canada,False,0.760675,3.7
18467-2512101137--32573-1-10968-2512101554,first,C$578,3604,YYZ,ORD,2025-12-10T11:37:00,2025-12-10T12:37:00,1,American Airlines,Envoy Air,False,0.562862,2.0
18467-2512101137--32573-1-10968-2512101554,first,C$578,1893,ORD,DFW,2025-12-10T13:15:00,2025-12-10T15:54:00,1,American Airlines,American Airlines,False,0.562862,2.65
18467-2512100615--32573-1-10968-2512101043,first,C$578,3524,YYZ,ORD,2025-12-10T06:15:00,2025-12-10T07:30:00,1,American Airlines,Envoy Air,False,0.362174,2.25
18467-2512100615--32573-1-10968-2512101043,first,C$578,3102,ORD,DFW,2025-12-10T08:05:00,2025-12-10T10:43:00,1,American Airlines,American Airlines,False,0.362174,2.63
18467-2512101305--32573-1-10968-2512101753,first,C$578,3606,YYZ,ORD,2025-12-10T13:05:00,2025-12-10T14:05:00,1,American Airlines,Envoy Air,False,0.308208,2.0
18467-2512101305--32573-1-10968-2512101753,first,C$578,1401,ORD,DFW,2025-12-10T15:15:00,2025-12-10T17:53:00,1,American Airlines,American Airlines,False,0.308208,2.63
18467-2512111635--32573-0-10968-2512111915,economy,C$427,1111,YYZ,DFW,2025-12-11T16:35:00,2025-12-11T19:15:00,0,American Airlines,American Airlines,False,0.857805,3.67
18467-2512111400--31722-0-10968-2512111642,economy,C$427,8078,YYZ,DFW,2025-12-11T14:00:00,2025-12-11T16:42:00,0,United Airlines,Air Canada,False,0.726445,3.7
18467-2512111940--31722-0-10968-2512112222,economy,C$427,8130,YYZ,DFW,2025-12-11T19:40:00,2025-12-11T22:22:00,0,United Airlines,Air Canada,False,0.574172,3.7
18467-2512111415--32573-0-10968-2512111705,economy,C$427,3993,YYZ,DFW,2025-12-11T14:15:00,2025-12-11T17:05:00,0,American Airlines,Envoy Air,False,0.999,3.83
18467-2512110759--32573-0-10968-2512111054,economy,C$427,1169,YYZ,DFW,2025-12-11T07:59:00,2025-12-11T10:54:00,0,American Airlines,American Airlines,False,0.594058,3.92
18467-2512110900--31722-1-10968-2512111311,economy,C$449,1538,YYZ,ORD,2025-12-11T09:00:00,2025-12-11T09:55:00,1,United Airlines,United Airlines,False,0.458971,1.92
18467-2512110900--31722-1-10968-2512111311,economy,C$449,1491,ORD,DFW,2025-12-11T10:45:00,2025-12-11T13:11:00,1,United Airlines,United Airlines,False,0.458971,2.43
18467-2512111137--32573-1-10968-2512111554,economy,C$449,3604,YYZ,ORD,2025-12-11T11:37:00,2025-12-11T12:37:00,1,American Airlines,Envoy Air,False,0.459306,2.0
18467-2512111137--32573-1-10968-2512111554,economy,C$449,1893,ORD,DFW,2025-12-11T13:15:00,2025-12-11T15:54:00,1,American Airlines,American Airlines,False,0.459306,2.65
18467-2512110615--32573-1-10968-2512111043,economy,C$449,3524,YYZ,ORD,2025-12-11T06:15:00,2025-12-11T07:30:00,1,American Airlines,Envoy Air,False,0.451339,2.25
18467-2512110615--32573-1-10968-2512111043,economy,C$449,3102,ORD,DFW,2025-12-11T08:05:00,2025-12-11T10:43:00,1,American Airlines,American Airlines,False,0.451339,2.63
18467-2512110745--32385-1-10968-2512111215,economy,C$440,2988,YYZ,ATL,2025-12-11T07:45:00,2025-12-11T10:00:00,1,Delta Air Lines,Delta Air Lines,False,0.449616,2.25
18467-2512110745--32385-1-10968-2512111215,economy,C$440,414,ATL,DFW,2025-12-11T11:00:00,2025-12-11T12:15:00,1,Delta Air Lines,Delta Air Lines,False,0.449616,2.25
18467-2512110615--32385-1-10910-2512111115,economy,C$440,2662,YYZ,ATL,2025-12-11T06:15:00,2025-12-11T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.447077,2.33
18467-2512111330--32385-1-10910-2512111749,premium_economy,C$745,2710,YYZ,ATL,2025-12-11T13:30:00,2025-12-11T15:45:00,1,Delta Air Lines,Delta Air Lines,False,0.740016,2.25
18467-2512110745--32385-1-10968-2512111215,premium_economy,C$608,2988,YYZ,ATL,2025-12-11T07:45:00,2025-12-11T10:00:00,1,Delta Air Lines,Delta Air Lines,False,0.999,2.25
18467-2512110745--32385-1-10968-2512111215,premium_economy,C$608,414,ATL,DFW,2025-12-11T11:00:00,2025-12-11T12:15:00,1,Delta Air Lines,Delta Air Lines,False,0.999,2.25
18467-2512110615--32385-1-10910-2512111115,premium_economy,C$608,2662,YYZ,ATL,2025-12-11T06:15:00,2025-12-11T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.622062,2.33
18467-2512111800--32385-1-10910-2512112338,premium_economy,C$608,2714,YYZ,ATL,2025-12-11T18:00:00,2025-12-11T20:21:00,1,Delta Air Lines,Delta Air Lines,False,0.576612,2.35
18467-2512111635--32573-0-10968-2512111915,business,C$556,1111,YYZ,DFW,2025-12-11T16:35:00,2025-12-11T19:15:00,0,American Airlines,American Airlines,False,0.999,3.67
18467-2512111400--32695-0-10968-2512111642,business,C$598,1031,YYZ,DFW,2025-12-11T14:00:00,2025-12-11T16:42:00,0,Air Canada,Air Canada,False,0.801877,3.7
18467-2512111940--32695-0-10968-2512112222,business,C$598,1033,YYZ,DFW,2025-12-11T19:40:00,2025-12-11T22:22:00,0,Air Canada,Air Canada,False,0.492376,3.7
18467-2512111415--32573-0-10968-2512111705,business,C$668,3993,YYZ,DFW,2025-12-11T14:15:00,2025-12-11T17:05:00,0,American Airlines,Envoy Air,False,0.437311,3.83
18467-2512110759--32573-0-10968-2512111054,business,C$556,1169,YYZ,DFW,2025-12-11T07:59:00,2025-12-11T10:54:00,0,American Airlines,American Airlines,False,0.658662,3.92
18467-2512110900--32695-1-10968-2512111311,business,"C$1,588",5143,YYZ,ORD,2025-12-11T09:00:00,2025-12-11T09:55:00,1,Air Canada,United Airlines,False,0.27073,1.92
18467-2512110900--32695-1-10968-2512111311,business,"C$1,588",3658,ORD,DFW,2025-12-11T10:45:00,2025-12-11T13:11:00,1,Air Canada,United Airlines,False,0.27073,2.43
18467-2512111400--32695-1-10968-2512111826,business,"C$1,110",507,YYZ,ORD,2025-12-11T14:00:00,2025-12-11T14:51:00,1,Air Canada,Air Canada,False,0.293288,1.85
18467-2512111400--32695-1-10968-2512111826,business,"C$1,110",4235,ORD,DFW,2025-12-11T15:52:00,2025-12-11T18:26:00,1,Air Canada,United Airlines,False,0.293288,2.57
18467-2512111000--32695-1-10968-2512111554,business,"C$1,110",8903,YYZ,ORD,2025-12-11T10:00:00,2025-12-11T10:58:00,1,Air Canada,Jazz Aviation,False,0.24797,1.97
18467-2512111000--32695-1-10968-2512111554,business,"C$1,110",4854,ORD,DFW,2025-12-11T13:20:00,2025-12-11T15:54:00,1,Air Canada,United Airlines,False,0.24797,2.57
18467-2512111200--32695-1-10968-2512111826,business,"C$1,110",505,YYZ,ORD,2025-12-11T12:00:00,2025-12-11T12:51:00,1,Air Canada,Air Canada,False,0.236854,1.85
18467-2512111200--32695-1-10968-2512111826,business,"C$1,110",4235,ORD,DFW,2025-12-11T15:52:00,2025-12-11T18:26:00,1,Air Canada,United Airlines,False,0.236854,2.57
18390-2512111525--32695-1-10968-2512112224,business,C$968,7968,YTZ,YUL,2025-12-11T15:25:00,2025-12-11T16:40:00,1,Air Canada,Jazz Aviation,False,0.248142,1.25
18390-2512111525--32695-1-10968-2512112224,business,C$968,8813,YUL,DFW,2025-12-11T18:50:00,2025-12-11T22:24:00,1,Air Canada,Jazz Aviation,False,0.248142,4.57
18467-2512111400--31722-0-10968-2512111642,first,C$596,8078,YYZ,DFW,2025-12-11T14:00:00,2025-12-11T16:42:00,0,United Airlines,Air Canada,False,0.999,3.7
18467-2512111940--31722-0-10968-2512112222,first,C$596,8130,YYZ,DFW,2025-12-11T19:40:00,2025-12-11T22:22:00,0,United Airlines,Air Canada,False,0.773579,3.7
18467-2512111137--32573-1-10968-2512111554,first,C$690,3604,YYZ,ORD,2025-12-11T11:37:00,2025-12-11T12:37:00,1,American Airlines,Envoy Air,False,0.341074,2.0
18467-2512111137--32573-1-10968-2512111554,first,C$690,1893,ORD,DFW,2025-12-11T13:15:00,2025-12-11T15:54:00,1,American Airlines,American Airlines,False,0.341074,2.65
18467-2512110615--32573-1-10968-2512111043,first,C$578,3524,YYZ,ORD,2025-12-11T06:15:00,2025-12-11T07:30:00,1,American Airlines,Envoy Air,False,0.524225,2.25
18467-2512110615--32573-1-10968-2512111043,first,C$578,3102,ORD,DFW,2025-12-11T08:05:00,2025-12-11T10:43:00,1,American Airlines,American Airlines,False,0.524225,2.63
18467-2512111305--32573-1-10968-2512112125,first,C$578,3606,YYZ,ORD,2025-12-11T13:05:00,2025-12-11T14:05:00,1,American Airlines,Envoy Air,False,0.351694,2.0
18467-2512111305--32573-1-10968-2512112125,first,C$578,2868,ORD,DFW,2025-12-11T18:35:00,2025-12-11T21:25:00,1,American Airlines,American Airlines,False,0.351694,2.83
18467-2512121635--32573-0-10968-2512121915,economy,C$427,1111,YYZ,DFW,2025-12-12T16:35:00,2025-12-12T19:15:00,0,American Airlines,American Airlines,False,0.839822,3.67
18467-2512121415--32573-0-10968-2512121705,economy,C$427,3993,YYZ,DFW,2025-12-12T14:15:00,2025-12-12T17:05:00,0,American Airlines,Envoy Air,False,0.999,3.83
18467-2512120759--32573-0-10968-2512121054,economy,C$427,1169,YYZ,DFW,2025-12-12T07:59:00,2025-12-12T10:54:00,0,American Airlines,American Airlines,False,0.671107,3.92
18467-2512121137--32573-1-10968-2512121554,economy,C$449,3604,YYZ,ORD,2025-12-12T11:37:00,2025-12-12T12:37:00,1,American Airlines,Envoy Air,False,0.417042,2.0
18467-2512121137--32573-1-10968-2512121554,economy,C$449,1893,ORD,DFW,2025-12-12T13:15:00,2025-12-12T15:54:00,1,American Airlines,American Airlines,False,0.417042,2.65
18467-2512120615--32385-1-10910-2512121115,economy,C$440,2662,YYZ,ATL,2025-12-12T06:15:00,2025-12-12T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.410025,2.33
18467-2512120615--32385-1-10968-2512121215,economy,C$440,2662,YYZ,ATL,2025-12-12T06:15:00,2025-12-12T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.412143,2.33
18467-2512120615--32385-1-10968-2512121215,economy,C$440,414,ATL,DFW,2025-12-12T11:00:00,2025-12-12T12:15:00,1,Delta Air Lines,Delta Air Lines,False,0.412143,2.25
18467-2512121800--32385-1-10968-2512130001,economy,C$440,2714,YYZ,ATL,2025-12-12T18:00:00,2025-12-12T20:21:00,1,Delta Air Lines,Delta Air Lines,False,0.404885,2.35
18467-2512121800--32385-1-10968-2512130001,economy,C$440,818,ATL,DFW,2025-12-12T22:45:00,2025-12-13T00:01:00,1,Delta Air Lines,Delta Air Lines,False,0.404885,2.27
18467-2512121330--32385-1-10910-2512121749,premium_economy,C$608,2710,YYZ,ATL,2025-12-12T13:30:00,2025-12-12T15:45:00,1,Delta Air Lines,Delta Air Lines,False,0.999,2.25
18467-2512120745--32385-1-10968-2512121215,premium_economy,C$739,2988,YYZ,ATL,2025-12-12T07:45:00,2025-12-12T10:00:00,1,Delta Air Lines,Delta Air Lines,False,0.505939,2.25
18467-2512120745--32385-1-10968-2512121215,premium_economy,C$739,414,ATL,DFW,2025-12-12T11:00:00,2025-12-12T12:15:00,1,Delta Air Lines,Delta Air Lines,False,0.505939,2.25
18467-2512120615--32385-1-10910-2512121115,premium_economy,C$608,2662,YYZ,ATL,2025-12-12T06:15:00,2025-12-12T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.64851,2.33
18467-2512121330--32385-1-10968-2512121833,premium_economy,C$608,2710,YYZ,ATL,2025-12-12T13:30:00,2025-12-12T15:45:00,1,Delta Air Lines,Delta Air Lines,False,0.811614,2.25
18467-2512121330--32385-1-10968-2512121833,premium_economy,C$608,436,ATL,DFW,2025-12-12T17:15:00,2025-12-12T18:33:00,1,Delta Air Lines,Delta Air Lines,False,0.811614,2.3
18467-2512121800--32385-1-10968-2512130001,premium_economy,C$608,2714,YYZ,ATL,2025-12-12T18:00:00,2025-12-12T20:21:00,1,Delta Air Lines,Delta Air Lines,False,0.459883,2.35
18467-2512121800--32385-1-10968-2512130001,premium_economy,C$608,818,ATL,DFW,2025-12-12T22:45:00,2025-12-13T00:01:00,1,Delta Air Lines,Delta Air Lines,False,0.459883,2.27
18467-2512121635--32573-0-10968-2512121915,business,C$556,1111,YYZ,DFW,2025-12-12T16:35:00,2025-12-12T19:15:00,0,American Airlines,American Airlines,False,0.819637,3.67
18467-2512121400--32695-0-10968-2512121642,business,C$598,1031,YYZ,DFW,2025-12-12T14:00:00,2025-12-12T16:42:00,0,Air Canada,Air Canada,False,0.483658,3.7
18467-2512121940--32695-0-10968-2512122222,business,C$598,1033,YYZ,DFW,2025-12-12T19:40:00,2025-12-12T22:22:00,0,Air Canada,Air Canada,False,0.473145,3.7
18467-2512121415--32573-0-10968-2512121705,business,C$556,3993,YYZ,DFW,2025-12-12T14:15:00,2025-12-12T17:05:00,0,American Airlines,Envoy Air,False,0.999,3.83
18467-2512120759--32573-0-10968-2512121054,business,C$556,1169,YYZ,DFW,2025-12-12T07:59:00,2025-12-12T10:54:00,0,American Airlines,American Airlines,False,0.638275,3.92
18467-2512121400--32695-1-10968-2512121826,business,"C$1,110",507,YYZ,ORD,2025-12-12T14:00:00,2025-12-12T14:51:00,1,Air Canada,Air Canada,False,0.29877,1.85
18467-2512121400--32695-1-10968-2512121826,business,"C$1,110",4235,ORD,DFW,2025-12-12T15:52:00,2025-12-12T18:26:00,1,Air Canada,United Airlines,False,0.29877,2.57
18467-2512120700--32695-1-10968-2512121132,business,"C$1,110",5141,YYZ,ORD,2025-12-12T07:00:00,2025-12-12T07:55:00,1,Air Canada,United Airlines,False,0.29558,1.92
18467-2512120700--32695-1-10968-2512121132,business,"C$1,110",5186,ORD,DFW,2025-12-12T09:00:00,2025-12-12T11:32:00,1,Air Canada,United Airlines,False,0.29558,2.53
18467-2512121100--32695-1-10968-2512121554,business,C$868,4408,YYZ,ORD,2025-12-12T11:00:00,2025-12-12T11:59:00,1,Air Canada,Republic Airline United Express,False,0.318074,1.98
18467-2512121100--32695-1-10968-2512121554,business,C$868,4854,ORD,DFW,2025-12-12T13:20:00,2025-12-12T15:54:00,1,Air Canada,United Airlines,False,0.318074,2.57
18467-2512120800--32695-1-10968-2512121311,business,"C$1,110",501,YYZ,ORD,2025-12-12T08:00:00,2025-12-12T08:57:00,1,Air Canada,Air Canada,False,0.276812,1.95
18467-2512120800--32695-1-10968-2512121311,business,"C$1,110",3658,ORD,DFW,2025-12-12T10:45:00,2025-12-12T13:11:00,1,Air Canada,United Airlines,False,0.276812,2.43
18467-2512121000--32695-1-10968-2512121554,business,C$868,8903,YYZ,ORD,2025-12-12T10:00:00,2025-12-12T10:58:00,1,Air Canada,Jazz Aviation,False,0.307881,1.97
18467-2512121000--32695-1-10968-2512121554,business,C$868,4854,ORD,DFW,2025-12-12T13:20:00,2025-12-12T15:54:00,1,Air Canada,United Airlines,False,0.307881,2.57
18467-2512121400--31722-0-10968-2512121642,first,C$596,8078,YYZ,DFW,2025-12-12T14:00:00,2025-12-12T16:42:00,0,United Airlines,Air Canada,False,0.999,3.7
18467-2512121940--31722-0-10968-2512122222,first,C$596,8130,YYZ,DFW,2025-12-12T19:40:00,2025-12-12T22:22:00,0,United Airlines,Air Canada,False,0.773491,3.7
18467-2512121137--32573-1-10968-2512121554,first,C$824,3604,YYZ,ORD,2025-12-12T11:37:00,2025-12-12T12:37:00,1,American Airlines,Envoy Air,False,0.297115,2.0
18467-2512121137--32573-1-10968-2512121554,first,C$824,1893,ORD,DFW,2025-12-12T13:15:00,2025-12-12T15:54:00,1,American Airlines,American Airlines,False,0.297115,2.65
18467-2512120615--32573-1-10968-2512121043,first,C$690,3524,YYZ,ORD,2025-12-12T06:15:00,2025-12-12T07:30:00,1,American Airlines,Envoy Air,False,0.316362,2.25
18467-2512120615--32573-1-10968-2512121043,first,C$690,3102,ORD,DFW,2025-12-12T08:05:00,2025-12-12T10:43:00,1,American Airlines,American Airlines,False,0.316362,2.63
18467-2512120615--32385-1-10910-2512121115,first,C$797,2662,YYZ,ATL,2025-12-12T06:15:00,2025-12-12T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.298867,2.33
18467-2512121820--32573-1-10968-2512122344,first,C$578,3610,YYZ,ORD,2025-12-12T18:20:00,2025-12-12T19:20:00,1,American Airlines,Envoy Air,False,0.300285,2.0
18467-2512121820--32573-1-10968-2512122344,first,C$578,3297,ORD,DFW,2025-12-12T21:04:00,2025-12-12T23:44:00,1,American Airlines,American Airlines,False,0.300285,2.67
18467-2512121137--32573-1-10968-2512121919,first,C$578,3604,YYZ,ORD,2025-12-12T11:37:00,2025-12-12T12:37:00,1,American Airlines,Envoy Air,False,0.297776,2.0
18467-2512121137--32573-1-10968-2512121919,first,C$578,2862,ORD,DFW,2025-12-12T16:45:00,2025-12-12T19:19:00,1,American Airlines,American Airlines,False,0.297776,2.57
18467-2512131635--32573-0-10968-2512131915,economy,C$674,1111,YYZ,DFW,2025-12-13T16:35:00,2025-12-13T19:15:00,0,American Airlines,American Airlines,False,0.498964,3.67
18467-2512131415--32573-0-10968-2512131705,economy,C$427,3993,YYZ,DFW,2025-12-13T14:15:00,2025-12-13T17:05:00,0,American Airlines,Envoy Air,False,0.999,3.83
18467-2512130759--32573-0-10968-2512131054,economy,C$427,1169,YYZ,DFW,2025-12-13T07:59:00,2025-12-13T10:54:00,0,American Airlines,American Airlines,False,0.784049,3.92
18467-2512131137--32573-1-10968-2512131554,economy,C$449,3604,YYZ,ORD,2025-12-13T11:37:00,2025-12-13T12:37:00,1,American Airlines,Envoy Air,False,0.418716,2.0
18467-2512131137--32573-1-10968-2512131554,economy,C$449,1893,ORD,DFW,2025-12-13T13:15:00,2025-12-13T15:54:00,1,American Airlines,American Airlines,False,0.418716,2.65
18467-2512130615--32573-1-10968-2512131146,economy,C$449,3524,YYZ,ORD,2025-12-13T06:15:00,2025-12-13T07:30:00,1,American Airlines,Envoy Air,False,0.4079,2.25
18467-2512130615--32573-1-10968-2512131146,economy,C$449,1914,ORD,DFW,2025-12-13T09:05:00,2025-12-13T11:46:00,1,American Airlines,American Airlines,False,0.4079,2.68
18467-2512131330--32385-1-10910-2512131749,premium_economy,C$608,2710,YYZ,ATL,2025-12-13T13:30:00,2025-12-13T15:45:00,1,Delta Air Lines,Delta Air Lines,False,0.999,2.25
18467-2512130745--32385-1-10968-2512131215,premium_economy,C$608,2988,YYZ,ATL,2025-12-13T07:45:00,2025-12-13T10:00:00,1,Delta Air Lines,Delta Air Lines,False,0.719033,2.25
18467-2512130745--32385-1-10968-2512131215,premium_economy,C$608,414,ATL,DFW,2025-12-13T11:00:00,2025-12-13T12:15:00,1,Delta Air Lines,Delta Air Lines,False,0.719033,2.25
18467-2512130615--32385-1-10910-2512131115,premium_economy,C$645,2662,YYZ,ATL,2025-12-13T06:15:00,2025-12-13T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.513671,2.33
18467-2512131330--32385-1-10968-2512131833,premium_economy,C$608,2710,YYZ,ATL,2025-12-13T13:30:00,2025-12-13T15:45:00,1,Delta Air Lines,Delta Air Lines,False,0.590046,2.25
18467-2512131330--32385-1-10968-2512131833,premium_economy,C$608,436,ATL,DFW,2025-12-13T17:15:00,2025-12-13T18:33:00,1,Delta Air Lines,Delta Air Lines,False,0.590046,2.3
18467-2512131130--32385-1-10968-2512131647,premium_economy,C$608,2835,YYZ,ATL,2025-12-13T11:30:00,2025-12-13T13:44:00,1,Delta Air Lines,Delta Air Lines,False,0.576141,2.23
18467-2512131130--32385-1-10968-2512131647,premium_economy,C$608,374,ATL,DFW,2025-12-13T15:30:00,2025-12-13T16:47:00,1,Delta Air Lines,Delta Air Lines,False,0.576141,2.28
18467-2512131635--32573-0-10968-2512131915,business,C$802,1111,YYZ,DFW,2025-12-13T16:35:00,2025-12-13T19:15:00,0,American Airlines,American Airlines,False,0.693327,3.67
18467-2512131415--32573-0-10968-2512131705,business,C$668,3993,YYZ,DFW,2025-12-13T14:15:00,2025-12-13T17:05:00,0,American Airlines,Envoy Air,False,0.871059,3.83
18467-2512130759--32573-0-10968-2512131054,business,C$556,1169,YYZ,DFW,2025-12-13T07:59:00,2025-12-13T10:54:00,0,American Airlines,American Airlines,False,0.999,3.92
18467-2512131400--31722-0-10968-2512131642,first,C$596,8078,YYZ,DFW,2025-12-13T14:00:00,2025-12-13T16:42:00,0,United Airlines,Air Canada,False,0.999,3.7
18467-2512131940--31722-0-10968-2512132222,first,C$596,8130,YYZ,DFW,2025-12-13T19:40:00,2025-12-13T22:22:00,0,United Airlines,Air Canada,False,0.742535,3.7
18467-2512131137--32573-1-10968-2512131554,first,C$578,3604,YYZ,ORD,2025-12-13T11:37:00,2025-12-13T12:37:00,1,American Airlines,Envoy Air,False,0.587324,2.0
18467-2512131137--32573-1-10968-2512131554,first,C$578,1893,ORD,DFW,2025-12-13T13:15:00,2025-12-13T15:54:00,1,American Airlines,American Airlines,False,0.587324,2.65
18467-2512130615--32573-1-10968-2512131043,first,C$690,3524,YYZ,ORD,2025-12-13T06:15:00,2025-12-13T07:30:00,1,American Airlines,Envoy Air,False,0.350132,2.25
18467-2512130615--32573-1-10968-2512131043,first,C$690,3102,ORD,DFW,2025-12-13T08:05:00,2025-12-13T10:43:00,1,American Airlines,American Airlines,False,0.350132,2.63
18467-2512130615--32385-1-10910-2512131115,first,C$834,2662,YYZ,ATL,2025-12-13T06:15:00,2025-12-13T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.340381,2.33
18467-2512130615--32573-1-10968-2512131146,first,C$578,3524,YYZ,ORD,2025-12-13T06:15:00,2025-12-13T07:30:00,1,American Airlines,Envoy Air,False,0.403721,2.25
18467-2512130615--32573-1-10968-2512131146,first,C$578,1914,ORD,DFW,2025-12-13T09:05:00,2025-12-13T11:46:00,1,American Airlines,American Airlines,False,0.403721,2.68
18467-2512141635--32573-0-10968-2512141915,economy,C$427,1111,YYZ,DFW,2025-12-14T16:35:00,2025-12-14T19:15:00,0,American Airlines,American Airlines,False,0.842816,3.67
18467-2512141415--32573-0-10968-2512141705,economy,C$427,3993,YYZ,DFW,2025-12-14T14:15:00,2025-12-14T17:05:00,0,American Airlines,Envoy Air,False,0.999,3.83
18467-2512140759--32573-0-10968-2512141054,economy,C$427,1169,YYZ,DFW,2025-12-14T07:59:00,2025-12-14T10:54:00,0,American Airlines,American Airlines,False,0.675439,3.92
18467-2512141137--32573-1-10968-2512141554,economy,C$449,3604,YYZ,ORD,2025-12-14T11:37:00,2025-12-14T12:37:00,1,American Airlines,Envoy Air,False,0.446468,2.0
18467-2512141137--32573-1-10968-2512141554,economy,C$449,1893,ORD,DFW,2025-12-14T13:15:00,2025-12-14T15:54:00,1,American Airlines,American Airlines,False,0.446468,2.65
18467-2512140615--32573-1-10968-2512141043,economy,C$449,3524,YYZ,ORD,2025-12-14T06:15:00,2025-12-14T07:30:00,1,American Airlines,Envoy Air,False,0.396535,2.25
18467-2512140615--32573-1-10968-2512141043,economy,C$449,3102,ORD,DFW,2025-12-14T08:05:00,2025-12-14T10:43:00,1,American Airlines,American Airlines,False,0.396535,2.63
18467-2512141305--32573-1-10968-2512141919,economy,C$449,3606,YYZ,ORD,2025-12-14T13:05:00,2025-12-14T14:05:00,1,American Airlines,Envoy Air,False,0.41048,2.0
18467-2512141305--32573-1-10968-2512141919,economy,C$449,2862,ORD,DFW,2025-12-14T16:45:00,2025-12-14T19:19:00,1,American Airlines,American Airlines,False,0.41048,2.57
18467-2512141330--32385-1-10910-2512141749,premium_economy,C$608,2710,YYZ,ATL,2025-12-14T13:30:00,2025-12-14T15:45:00,1,Delta Air Lines,Delta Air Lines,False,0.999,2.25
18467-2512140745--32385-1-10968-2512141215,premium_economy,C$608,2988,YYZ,ATL,2025-12-14T07:45:00,2025-12-14T10:00:00,1,Delta Air Lines,Delta Air Lines,False,0.683879,2.25
18467-2512140745--32385-1-10968-2512141215,premium_economy,C$608,414,ATL,DFW,2025-12-14T11:00:00,2025-12-14T12:15:00,1,Delta Air Lines,Delta Air Lines,False,0.683879,2.25
18467-2512140615--32385-1-10910-2512141115,premium_economy,C$608,2662,YYZ,ATL,2025-12-14T06:15:00,2025-12-14T08:35:00,1,Delta Air Lines,Delta Air Lines,False,0.493946,2.33
18467-2512141330--32385-1-10968-2512141833,premium_economy,C$608,2710,YYZ,ATL,2025-12-14T13:30:00,2025-12-14T15:45:00,1,Delta Air Lines,Delta Air Lines,False,0.558938,2.25
18467-2512141330--32385-1-10968-2512141833,premium_economy,C$608,436,ATL,DFW,2025-12-14T17:15:00,2025-12-14T18:33:00,1,Delta Air Lines,Delta Air Lines,False,0.558938,2.3
18467-2512141130--32385-1-10968-2512141647,premium_economy,C$808,2835,YYZ,ATL,2025-12-14T11:30:00,2025-12-14T13:44:00,1,Delta Air Lines,Delta Air Lines,False,0.44845,2.23
